date,state,mean,lower_80,upper_80
2020-03-02,Maine,1.36,1.13,1.54
2020-03-03,Maine,1.36,1.15,1.53
2020-03-04,Maine,1.35,1.13,1.48
2020-03-05,Maine,1.35,1.16,1.51
2020-03-06,Maine,1.34,1.2,1.53
2020-03-07,Maine,1.33,1.19,1.5
2020-03-08,Maine,1.31,1.16,1.46
2020-03-09,Maine,1.3,1.15,1.44
2020-03-10,Maine,1.29,1.13,1.41
2020-03-11,Maine,1.27,1.13,1.39
2020-03-12,Maine,1.26,1.13,1.37
2020-03-13,Maine,1.24,1.12,1.35
2020-03-14,Maine,1.22,1.12,1.34
2020-03-15,Maine,1.2,1.1,1.31
2020-03-16,Maine,1.18,1.07,1.28
2020-03-17,Maine,1.16,1.06,1.25
2020-03-18,Maine,1.14,1.05,1.23
2020-03-19,Maine,1.12,1.03,1.21
2020-03-20,Maine,1.1,1.01,1.18
2020-03-21,Maine,1.08,0.99,1.16
2020-03-22,Maine,1.06,0.97,1.14
2020-03-23,Maine,1.05,0.94,1.11
2020-03-24,Maine,1.03,0.94,1.11
2020-03-25,Maine,1.02,0.93,1.1
2020-03-26,Maine,1.01,0.93,1.09
2020-03-27,Maine,1.0,0.92,1.09
2020-03-28,Maine,1.0,0.91,1.07
2020-03-29,Maine,0.99,0.91,1.07
2020-03-30,Maine,0.99,0.92,1.07
2020-03-31,Maine,0.99,0.91,1.06
2020-04-01,Maine,0.98,0.91,1.06
2020-04-02,Maine,0.98,0.9,1.06
2020-04-03,Maine,0.99,0.89,1.05
2020-04-04,Maine,0.99,0.91,1.07
2020-04-05,Maine,1.0,0.91,1.07
2020-04-06,Maine,1.0,0.93,1.1
2020-04-07,Maine,1.01,0.92,1.09
2020-04-08,Maine,1.01,0.94,1.1
2020-04-09,Maine,1.02,0.93,1.1
2020-04-10,Maine,1.03,0.95,1.11
2020-04-11,Maine,1.04,0.96,1.12
2020-04-12,Maine,1.05,0.97,1.13
2020-04-13,Maine,1.06,0.97,1.13
2020-04-14,Maine,1.07,0.99,1.15
2020-04-15,Maine,1.08,1.0,1.17
2020-04-16,Maine,1.08,0.98,1.15
2020-04-17,Maine,1.09,0.99,1.17
2020-04-18,Maine,1.09,1.01,1.18
2020-04-19,Maine,1.1,1.01,1.18
2020-04-20,Maine,1.1,1.01,1.18
2020-04-21,Maine,1.1,1.01,1.19
2020-04-22,Maine,1.1,1.01,1.19
2020-04-23,Maine,1.1,1.01,1.18
2020-04-24,Maine,1.1,1.0,1.18
2020-04-25,Maine,1.09,1.01,1.19
2020-04-26,Maine,1.09,1.0,1.17
2020-04-27,Maine,1.08,1.0,1.17
2020-04-28,Maine,1.08,0.99,1.16
2020-04-29,Maine,1.07,0.99,1.15
2020-04-30,Maine,1.06,0.97,1.14
2020-05-01,Maine,1.05,0.97,1.14
2020-05-02,Maine,1.04,0.97,1.14
2020-05-03,Maine,1.04,0.96,1.13
2020-05-04,Maine,1.03,0.93,1.1
2020-05-05,Maine,1.02,0.93,1.09
2020-05-06,Maine,1.01,0.93,1.08
2020-05-07,Maine,1.0,0.91,1.07
2020-05-08,Maine,1.0,0.9,1.07
2020-05-09,Maine,0.99,0.9,1.06
2020-05-10,Maine,0.98,0.9,1.05
2020-05-11,Maine,0.97,0.89,1.04
2020-05-12,Maine,0.96,0.88,1.03
2020-05-13,Maine,0.96,0.89,1.03
2020-05-14,Maine,0.95,0.88,1.03
2020-05-15,Maine,0.94,0.88,1.02
2020-05-16,Maine,0.94,0.86,1.01
2020-05-17,Maine,0.94,0.86,1.01
2020-05-18,Maine,0.93,0.87,1.01
2020-05-19,Maine,0.93,0.86,1.0
2020-05-20,Maine,0.93,0.84,0.99
2020-05-21,Maine,0.93,0.85,1.0
2020-05-22,Maine,0.93,0.85,0.99
2020-05-23,Maine,0.92,0.85,0.99
2020-05-24,Maine,0.92,0.85,1.0
2020-05-25,Maine,0.92,0.85,1.0
2020-05-26,Maine,0.92,0.85,0.99
2020-05-27,Maine,0.92,0.85,0.99
2020-05-28,Maine,0.92,0.84,0.99
2020-05-29,Maine,0.92,0.83,0.99
2020-05-30,Maine,0.91,0.85,0.99
2020-05-31,Maine,0.91,0.84,0.99
2020-06-01,Maine,0.91,0.83,0.98
2020-06-02,Maine,0.91,0.83,0.98
2020-06-03,Maine,0.9,0.82,0.98
2020-06-04,Maine,0.9,0.83,0.98
2020-06-05,Maine,0.9,0.82,0.97
2020-06-06,Maine,0.9,0.83,0.98
2020-06-07,Maine,0.9,0.82,0.97
2020-06-08,Maine,0.9,0.82,0.97
2020-06-09,Maine,0.89,0.81,0.96
2020-06-10,Maine,0.89,0.81,0.97
2020-06-11,Maine,0.89,0.8,0.96
2020-06-12,Maine,0.88,0.8,0.96
2020-06-13,Maine,0.88,0.8,0.97
2020-06-14,Maine,0.87,0.78,0.96
2020-06-15,Maine,0.87,0.78,0.95
2020-06-16,Maine,0.86,0.76,0.95
2020-06-17,Maine,0.86,0.75,0.95
2020-06-18,Maine,0.85,0.76,0.95
2020-06-19,Maine,0.85,0.75,0.95
2020-06-20,Maine,0.85,0.74,0.95
2020-06-21,Maine,0.85,0.74,0.97
2020-06-22,Maine,0.84,0.73,0.97
2020-06-23,Maine,0.84,0.72,0.96
2020-06-24,Maine,0.84,0.72,0.95
2020-06-25,Maine,0.84,0.7,0.95
2020-06-26,Maine,0.84,0.69,0.96
2020-06-27,Maine,0.84,0.69,0.97
2020-06-28,Maine,0.84,0.68,0.97
2020-06-29,Maine,0.84,0.69,0.98
2020-06-30,Maine,0.84,0.67,0.97
2020-07-01,Maine,0.84,0.67,0.98
2020-07-02,Maine,0.84,0.68,1.0
2020-07-03,Maine,0.85,0.67,0.99
2020-07-04,Maine,0.85,0.67,1.0
2020-07-05,Maine,0.85,0.67,1.02
2020-07-06,Maine,0.85,0.67,1.02
2020-07-07,Maine,0.85,0.66,1.01
2020-07-08,Maine,0.85,0.64,1.01
2020-07-09,Maine,0.85,0.65,1.03
2020-07-10,Maine,0.85,0.65,1.04
2020-02-27,New Hampshire,1.76,1.41,2.0
2020-02-28,New Hampshire,1.75,1.45,2.0
2020-02-29,New Hampshire,1.75,1.49,2.03
2020-03-01,New Hampshire,1.75,1.45,1.97
2020-03-02,New Hampshire,1.74,1.48,1.98
2020-03-03,New Hampshire,1.74,1.48,1.97
2020-03-04,New Hampshire,1.73,1.51,1.96
2020-03-05,New Hampshire,1.72,1.5,1.94
2020-03-06,New Hampshire,1.71,1.47,1.88
2020-03-07,New Hampshire,1.7,1.51,1.9
2020-03-08,New Hampshire,1.68,1.48,1.84
2020-03-09,New Hampshire,1.67,1.46,1.82
2020-03-10,New Hampshire,1.65,1.45,1.79
2020-03-11,New Hampshire,1.63,1.46,1.8
2020-03-12,New Hampshire,1.61,1.44,1.76
2020-03-13,New Hampshire,1.59,1.43,1.75
2020-03-14,New Hampshire,1.56,1.42,1.71
2020-03-15,New Hampshire,1.54,1.39,1.66
2020-03-16,New Hampshire,1.51,1.38,1.65
2020-03-17,New Hampshire,1.48,1.35,1.61
2020-03-18,New Hampshire,1.45,1.32,1.57
2020-03-19,New Hampshire,1.41,1.26,1.52
2020-03-20,New Hampshire,1.38,1.26,1.49
2020-03-21,New Hampshire,1.35,1.24,1.46
2020-03-22,New Hampshire,1.32,1.2,1.43
2020-03-23,New Hampshire,1.28,1.17,1.39
2020-03-24,New Hampshire,1.25,1.15,1.36
2020-03-25,New Hampshire,1.22,1.11,1.32
2020-03-26,New Hampshire,1.19,1.09,1.29
2020-03-27,New Hampshire,1.16,1.06,1.26
2020-03-28,New Hampshire,1.13,1.03,1.23
2020-03-29,New Hampshire,1.11,1.0,1.19
2020-03-30,New Hampshire,1.08,0.98,1.16
2020-03-31,New Hampshire,1.06,0.97,1.15
2020-04-01,New Hampshire,1.04,0.95,1.12
2020-04-02,New Hampshire,1.02,0.93,1.1
2020-04-03,New Hampshire,1.0,0.91,1.07
2020-04-04,New Hampshire,0.99,0.91,1.07
2020-04-05,New Hampshire,0.97,0.88,1.04
2020-04-06,New Hampshire,0.96,0.88,1.04
2020-04-07,New Hampshire,0.94,0.86,1.02
2020-04-08,New Hampshire,0.93,0.85,1.01
2020-04-09,New Hampshire,0.92,0.84,1.0
2020-04-10,New Hampshire,0.91,0.82,0.97
2020-04-11,New Hampshire,0.89,0.81,0.96
2020-04-12,New Hampshire,0.89,0.81,0.96
2020-04-13,New Hampshire,0.88,0.81,0.96
2020-04-14,New Hampshire,0.87,0.79,0.93
2020-04-15,New Hampshire,0.86,0.79,0.94
2020-04-16,New Hampshire,0.86,0.78,0.92
2020-04-17,New Hampshire,0.85,0.77,0.92
2020-04-18,New Hampshire,0.84,0.77,0.91
2020-04-19,New Hampshire,0.84,0.77,0.91
2020-04-20,New Hampshire,0.84,0.76,0.9
2020-04-21,New Hampshire,0.83,0.76,0.9
2020-04-22,New Hampshire,0.83,0.75,0.89
2020-04-23,New Hampshire,0.83,0.76,0.9
2020-04-24,New Hampshire,0.83,0.77,0.91
2020-04-25,New Hampshire,0.83,0.75,0.9
2020-04-26,New Hampshire,0.83,0.76,0.9
2020-04-27,New Hampshire,0.83,0.76,0.9
2020-04-28,New Hampshire,0.84,0.77,0.91
2020-04-29,New Hampshire,0.84,0.77,0.91
2020-04-30,New Hampshire,0.84,0.78,0.92
2020-05-01,New Hampshire,0.85,0.76,0.9
2020-05-02,New Hampshire,0.85,0.77,0.91
2020-05-03,New Hampshire,0.85,0.78,0.93
2020-05-04,New Hampshire,0.86,0.78,0.93
2020-05-05,New Hampshire,0.86,0.78,0.93
2020-05-06,New Hampshire,0.87,0.79,0.94
2020-05-07,New Hampshire,0.87,0.79,0.95
2020-05-08,New Hampshire,0.87,0.8,0.95
2020-05-09,New Hampshire,0.88,0.81,0.96
2020-05-10,New Hampshire,0.88,0.81,0.96
2020-05-11,New Hampshire,0.89,0.82,0.97
2020-05-12,New Hampshire,0.89,0.81,0.96
2020-05-13,New Hampshire,0.89,0.82,0.98
2020-05-14,New Hampshire,0.9,0.82,0.97
2020-05-15,New Hampshire,0.9,0.81,0.96
2020-05-16,New Hampshire,0.9,0.82,0.98
2020-05-17,New Hampshire,0.9,0.82,0.98
2020-05-18,New Hampshire,0.9,0.81,0.97
2020-05-19,New Hampshire,0.9,0.82,0.99
2020-05-20,New Hampshire,0.9,0.8,0.97
2020-05-21,New Hampshire,0.9,0.82,0.98
2020-05-22,New Hampshire,0.9,0.82,0.98
2020-05-23,New Hampshire,0.9,0.82,0.98
2020-05-24,New Hampshire,0.9,0.82,0.98
2020-05-25,New Hampshire,0.9,0.83,0.99
2020-05-26,New Hampshire,0.9,0.82,0.98
2020-05-27,New Hampshire,0.9,0.83,0.98
2020-05-28,New Hampshire,0.9,0.81,0.97
2020-05-29,New Hampshire,0.9,0.83,0.99
2020-05-30,New Hampshire,0.9,0.83,0.98
2020-05-31,New Hampshire,0.91,0.83,0.99
2020-06-01,New Hampshire,0.91,0.83,0.98
2020-06-02,New Hampshire,0.91,0.83,0.99
2020-06-03,New Hampshire,0.91,0.83,0.99
2020-06-04,New Hampshire,0.91,0.84,1.0
2020-06-05,New Hampshire,0.91,0.83,0.99
2020-06-06,New Hampshire,0.92,0.84,1.0
2020-06-07,New Hampshire,0.92,0.83,0.99
2020-06-08,New Hampshire,0.92,0.83,1.0
2020-06-09,New Hampshire,0.92,0.82,0.99
2020-06-10,New Hampshire,0.92,0.82,1.0
2020-06-11,New Hampshire,0.92,0.83,1.0
2020-06-12,New Hampshire,0.92,0.82,1.0
2020-06-13,New Hampshire,0.92,0.84,1.02
2020-06-14,New Hampshire,0.92,0.83,1.02
2020-06-15,New Hampshire,0.92,0.81,1.01
2020-06-16,New Hampshire,0.92,0.81,1.02
2020-06-17,New Hampshire,0.93,0.82,1.04
2020-06-18,New Hampshire,0.93,0.81,1.03
2020-06-19,New Hampshire,0.92,0.8,1.03
2020-06-20,New Hampshire,0.92,0.79,1.02
2020-06-21,New Hampshire,0.92,0.79,1.05
2020-06-22,New Hampshire,0.93,0.78,1.05
2020-06-23,New Hampshire,0.92,0.77,1.05
2020-06-24,New Hampshire,0.93,0.78,1.07
2020-06-25,New Hampshire,0.93,0.77,1.07
2020-06-26,New Hampshire,0.93,0.77,1.07
2020-06-27,New Hampshire,0.93,0.76,1.07
2020-06-28,New Hampshire,0.93,0.76,1.07
2020-06-29,New Hampshire,0.93,0.75,1.07
2020-06-30,New Hampshire,0.93,0.75,1.1
2020-07-01,New Hampshire,0.93,0.75,1.1
2020-07-02,New Hampshire,0.93,0.75,1.11
2020-07-03,New Hampshire,0.94,0.75,1.13
2020-07-04,New Hampshire,0.94,0.76,1.14
2020-07-05,New Hampshire,0.94,0.74,1.12
2020-07-06,New Hampshire,0.94,0.74,1.13
2020-07-07,New Hampshire,0.94,0.74,1.14
2020-07-08,New Hampshire,0.94,0.72,1.14
2020-07-09,New Hampshire,0.94,0.73,1.16
2020-07-10,New Hampshire,0.95,0.74,1.17
2020-02-26,Vermont,1.73,1.46,1.95
2020-02-27,Vermont,1.72,1.48,1.96
2020-02-28,Vermont,1.71,1.5,1.97
2020-02-29,Vermont,1.7,1.45,1.89
2020-03-01,Vermont,1.69,1.47,1.87
2020-03-02,Vermont,1.67,1.47,1.87
2020-03-03,Vermont,1.64,1.41,1.8
2020-03-04,Vermont,1.62,1.44,1.81
2020-03-05,Vermont,1.59,1.43,1.77
2020-03-06,Vermont,1.55,1.38,1.7
2020-03-07,Vermont,1.51,1.36,1.66
2020-03-08,Vermont,1.47,1.31,1.6
2020-03-09,Vermont,1.43,1.28,1.56
2020-03-10,Vermont,1.38,1.27,1.53
2020-03-11,Vermont,1.34,1.2,1.46
2020-03-12,Vermont,1.29,1.16,1.4
2020-03-13,Vermont,1.24,1.12,1.34
2020-03-14,Vermont,1.19,1.09,1.3
2020-03-15,Vermont,1.14,1.05,1.25
2020-03-16,Vermont,1.1,1.0,1.2
2020-03-17,Vermont,1.06,0.96,1.15
2020-03-18,Vermont,1.02,0.93,1.11
2020-03-19,Vermont,0.98,0.89,1.05
2020-03-20,Vermont,0.94,0.86,1.02
2020-03-21,Vermont,0.91,0.83,0.98
2020-03-22,Vermont,0.88,0.8,0.95
2020-03-23,Vermont,0.85,0.78,0.92
2020-03-24,Vermont,0.82,0.74,0.88
2020-03-25,Vermont,0.8,0.73,0.86
2020-03-26,Vermont,0.78,0.71,0.85
2020-03-27,Vermont,0.76,0.69,0.82
2020-03-28,Vermont,0.74,0.67,0.79
2020-03-29,Vermont,0.73,0.66,0.79
2020-03-30,Vermont,0.72,0.65,0.78
2020-03-31,Vermont,0.71,0.64,0.76
2020-04-01,Vermont,0.7,0.63,0.75
2020-04-02,Vermont,0.69,0.62,0.74
2020-04-03,Vermont,0.68,0.62,0.74
2020-04-04,Vermont,0.68,0.62,0.74
2020-04-05,Vermont,0.68,0.62,0.74
2020-04-06,Vermont,0.67,0.62,0.73
2020-04-07,Vermont,0.67,0.62,0.73
2020-04-08,Vermont,0.67,0.61,0.73
2020-04-09,Vermont,0.67,0.6,0.72
2020-04-10,Vermont,0.67,0.61,0.73
2020-04-11,Vermont,0.67,0.61,0.73
2020-04-12,Vermont,0.68,0.61,0.74
2020-04-13,Vermont,0.68,0.61,0.74
2020-04-14,Vermont,0.68,0.62,0.75
2020-04-15,Vermont,0.69,0.63,0.76
2020-04-16,Vermont,0.69,0.62,0.75
2020-04-17,Vermont,0.7,0.63,0.76
2020-04-18,Vermont,0.71,0.64,0.77
2020-04-19,Vermont,0.71,0.65,0.77
2020-04-20,Vermont,0.72,0.65,0.79
2020-04-21,Vermont,0.73,0.67,0.8
2020-04-22,Vermont,0.74,0.67,0.8
2020-04-23,Vermont,0.74,0.67,0.81
2020-04-24,Vermont,0.75,0.68,0.82
2020-04-25,Vermont,0.76,0.7,0.83
2020-04-26,Vermont,0.78,0.72,0.85
2020-04-27,Vermont,0.79,0.72,0.86
2020-04-28,Vermont,0.8,0.73,0.88
2020-04-29,Vermont,0.82,0.74,0.88
2020-04-30,Vermont,0.83,0.76,0.9
2020-05-01,Vermont,0.85,0.77,0.91
2020-05-02,Vermont,0.86,0.79,0.94
2020-05-03,Vermont,0.88,0.8,0.96
2020-05-04,Vermont,0.9,0.8,0.96
2020-05-05,Vermont,0.91,0.83,0.98
2020-05-06,Vermont,0.93,0.84,1.0
2020-05-07,Vermont,0.94,0.84,1.01
2020-05-08,Vermont,0.96,0.87,1.04
2020-05-09,Vermont,0.97,0.88,1.05
2020-05-10,Vermont,0.99,0.91,1.07
2020-05-11,Vermont,1.0,0.91,1.07
2020-05-12,Vermont,1.01,0.91,1.08
2020-05-13,Vermont,1.02,0.93,1.1
2020-05-14,Vermont,1.03,0.93,1.11
2020-05-15,Vermont,1.04,0.95,1.14
2020-05-16,Vermont,1.05,0.95,1.13
2020-05-17,Vermont,1.05,0.95,1.13
2020-05-18,Vermont,1.05,0.97,1.15
2020-05-19,Vermont,1.06,0.96,1.15
2020-05-20,Vermont,1.06,0.96,1.14
2020-05-21,Vermont,1.06,0.97,1.15
2020-05-22,Vermont,1.06,0.97,1.16
2020-05-23,Vermont,1.06,0.95,1.14
2020-05-24,Vermont,1.05,0.95,1.14
2020-05-25,Vermont,1.05,0.95,1.14
2020-05-26,Vermont,1.04,0.95,1.14
2020-05-27,Vermont,1.04,0.94,1.14
2020-05-28,Vermont,1.03,0.93,1.11
2020-05-29,Vermont,1.03,0.93,1.11
2020-05-30,Vermont,1.03,0.94,1.11
2020-05-31,Vermont,1.02,0.95,1.12
2020-06-01,Vermont,1.02,0.93,1.11
2020-06-02,Vermont,1.02,0.92,1.09
2020-06-03,Vermont,1.01,0.93,1.11
2020-06-04,Vermont,1.01,0.92,1.09
2020-06-05,Vermont,1.01,0.93,1.11
2020-06-06,Vermont,1.01,0.92,1.1
2020-06-07,Vermont,1.01,0.91,1.1
2020-06-08,Vermont,1.01,0.93,1.11
2020-06-09,Vermont,1.01,0.91,1.1
2020-06-10,Vermont,1.01,0.89,1.09
2020-06-11,Vermont,1.01,0.92,1.12
2020-06-12,Vermont,1.01,0.9,1.11
2020-06-13,Vermont,1.01,0.89,1.1
2020-06-14,Vermont,1.01,0.91,1.13
2020-06-15,Vermont,1.01,0.9,1.11
2020-06-16,Vermont,1.01,0.9,1.12
2020-06-17,Vermont,1.01,0.88,1.11
2020-06-18,Vermont,1.01,0.88,1.13
2020-06-19,Vermont,1.01,0.9,1.15
2020-06-20,Vermont,1.02,0.89,1.16
2020-06-21,Vermont,1.02,0.87,1.14
2020-06-22,Vermont,1.02,0.87,1.15
2020-06-23,Vermont,1.02,0.86,1.15
2020-06-24,Vermont,1.02,0.85,1.15
2020-06-25,Vermont,1.02,0.85,1.16
2020-06-26,Vermont,1.02,0.86,1.18
2020-06-27,Vermont,1.02,0.86,1.19
2020-06-28,Vermont,1.02,0.85,1.19
2020-06-29,Vermont,1.02,0.82,1.18
2020-06-30,Vermont,1.02,0.84,1.19
2020-07-01,Vermont,1.02,0.83,1.21
2020-07-02,Vermont,1.03,0.83,1.22
2020-07-03,Vermont,1.03,0.81,1.21
2020-07-04,Vermont,1.03,0.82,1.22
2020-07-05,Vermont,1.03,0.81,1.22
2020-07-06,Vermont,1.03,0.8,1.21
2020-07-07,Vermont,1.03,0.78,1.21
2020-07-08,Vermont,1.03,0.79,1.23
2020-07-09,Vermont,1.03,0.79,1.23
2020-07-10,Vermont,1.03,0.79,1.23
2020-03-03,Massachusetts,2.21,1.98,2.49
2020-03-04,Massachusetts,2.2,1.95,2.42
2020-03-05,Massachusetts,2.18,1.96,2.42
2020-03-06,Massachusetts,2.16,1.93,2.36
2020-03-07,Massachusetts,2.13,1.92,2.32
2020-03-08,Massachusetts,2.1,1.91,2.3
2020-03-09,Massachusetts,2.07,1.86,2.23
2020-03-10,Massachusetts,2.02,1.84,2.19
2020-03-11,Massachusetts,1.98,1.8,2.13
2020-03-12,Massachusetts,1.92,1.77,2.08
2020-03-13,Massachusetts,1.86,1.72,2.0
2020-03-14,Massachusetts,1.8,1.68,1.95
2020-03-15,Massachusetts,1.74,1.61,1.87
2020-03-16,Massachusetts,1.68,1.57,1.82
2020-03-17,Massachusetts,1.61,1.49,1.72
2020-03-18,Massachusetts,1.55,1.44,1.66
2020-03-19,Massachusetts,1.49,1.38,1.58
2020-03-20,Massachusetts,1.43,1.31,1.5
2020-03-21,Massachusetts,1.37,1.27,1.45
2020-03-22,Massachusetts,1.32,1.22,1.4
2020-03-23,Massachusetts,1.27,1.17,1.35
2020-03-24,Massachusetts,1.22,1.15,1.31
2020-03-25,Massachusetts,1.18,1.09,1.25
2020-03-26,Massachusetts,1.14,1.06,1.22
2020-03-27,Massachusetts,1.1,1.01,1.17
2020-03-28,Massachusetts,1.06,0.99,1.14
2020-03-29,Massachusetts,1.03,0.96,1.11
2020-03-30,Massachusetts,1.0,0.94,1.09
2020-03-31,Massachusetts,0.98,0.91,1.05
2020-04-01,Massachusetts,0.95,0.89,1.03
2020-04-02,Massachusetts,0.93,0.86,1.0
2020-04-03,Massachusetts,0.91,0.84,0.98
2020-04-04,Massachusetts,0.9,0.83,0.96
2020-04-05,Massachusetts,0.88,0.81,0.95
2020-04-06,Massachusetts,0.87,0.79,0.93
2020-04-07,Massachusetts,0.85,0.77,0.9
2020-04-08,Massachusetts,0.84,0.78,0.9
2020-04-09,Massachusetts,0.83,0.76,0.89
2020-04-10,Massachusetts,0.83,0.77,0.89
2020-04-11,Massachusetts,0.82,0.76,0.89
2020-04-12,Massachusetts,0.82,0.76,0.88
2020-04-13,Massachusetts,0.82,0.75,0.87
2020-04-14,Massachusetts,0.82,0.74,0.87
2020-04-15,Massachusetts,0.81,0.75,0.87
2020-04-16,Massachusetts,0.81,0.75,0.87
2020-04-17,Massachusetts,0.82,0.75,0.87
2020-04-18,Massachusetts,0.82,0.76,0.88
2020-04-19,Massachusetts,0.82,0.76,0.88
2020-04-20,Massachusetts,0.82,0.76,0.89
2020-04-21,Massachusetts,0.83,0.76,0.88
2020-04-22,Massachusetts,0.83,0.76,0.89
2020-04-23,Massachusetts,0.83,0.76,0.89
2020-04-24,Massachusetts,0.84,0.78,0.91
2020-04-25,Massachusetts,0.84,0.78,0.91
2020-04-26,Massachusetts,0.85,0.77,0.91
2020-04-27,Massachusetts,0.85,0.79,0.92
2020-04-28,Massachusetts,0.86,0.79,0.92
2020-04-29,Massachusetts,0.86,0.8,0.93
2020-04-30,Massachusetts,0.87,0.8,0.93
2020-05-01,Massachusetts,0.87,0.8,0.93
2020-05-02,Massachusetts,0.87,0.81,0.94
2020-05-03,Massachusetts,0.88,0.81,0.94
2020-05-04,Massachusetts,0.88,0.81,0.94
2020-05-05,Massachusetts,0.88,0.82,0.94
2020-05-06,Massachusetts,0.88,0.81,0.94
2020-05-07,Massachusetts,0.88,0.81,0.94
2020-05-08,Massachusetts,0.87,0.81,0.94
2020-05-09,Massachusetts,0.87,0.81,0.94
2020-05-10,Massachusetts,0.86,0.81,0.93
2020-05-11,Massachusetts,0.86,0.79,0.91
2020-05-12,Massachusetts,0.85,0.79,0.92
2020-05-13,Massachusetts,0.84,0.79,0.9
2020-05-14,Massachusetts,0.83,0.77,0.89
2020-05-15,Massachusetts,0.82,0.76,0.89
2020-05-16,Massachusetts,0.81,0.75,0.88
2020-05-17,Massachusetts,0.8,0.73,0.86
2020-05-18,Massachusetts,0.79,0.72,0.85
2020-05-19,Massachusetts,0.78,0.71,0.83
2020-05-20,Massachusetts,0.77,0.71,0.83
2020-05-21,Massachusetts,0.76,0.69,0.81
2020-05-22,Massachusetts,0.75,0.69,0.81
2020-05-23,Massachusetts,0.75,0.68,0.8
2020-05-24,Massachusetts,0.74,0.69,0.8
2020-05-25,Massachusetts,0.74,0.69,0.8
2020-05-26,Massachusetts,0.74,0.68,0.79
2020-05-27,Massachusetts,0.74,0.68,0.79
2020-05-28,Massachusetts,0.75,0.69,0.8
2020-05-29,Massachusetts,0.75,0.69,0.81
2020-05-30,Massachusetts,0.76,0.69,0.81
2020-05-31,Massachusetts,0.77,0.7,0.82
2020-06-01,Massachusetts,0.78,0.72,0.83
2020-06-02,Massachusetts,0.79,0.72,0.84
2020-06-03,Massachusetts,0.8,0.73,0.85
2020-06-04,Massachusetts,0.81,0.74,0.87
2020-06-05,Massachusetts,0.82,0.76,0.89
2020-06-06,Massachusetts,0.84,0.77,0.9
2020-06-07,Massachusetts,0.85,0.78,0.92
2020-06-08,Massachusetts,0.87,0.8,0.94
2020-06-09,Massachusetts,0.88,0.81,0.95
2020-06-10,Massachusetts,0.89,0.82,0.96
2020-06-11,Massachusetts,0.91,0.83,0.98
2020-06-12,Massachusetts,0.92,0.85,1.0
2020-06-13,Massachusetts,0.93,0.85,1.01
2020-06-14,Massachusetts,0.94,0.85,1.01
2020-06-15,Massachusetts,0.96,0.87,1.03
2020-06-16,Massachusetts,0.96,0.9,1.05
2020-06-17,Massachusetts,0.97,0.89,1.05
2020-06-18,Massachusetts,0.98,0.88,1.05
2020-06-19,Massachusetts,0.99,0.9,1.08
2020-06-20,Massachusetts,1.0,0.91,1.1
2020-06-21,Massachusetts,1.0,0.89,1.09
2020-06-22,Massachusetts,1.01,0.91,1.12
2020-06-23,Massachusetts,1.01,0.88,1.1
2020-06-24,Massachusetts,1.01,0.89,1.13
2020-06-25,Massachusetts,1.01,0.89,1.15
2020-06-26,Massachusetts,1.01,0.85,1.12
2020-06-27,Massachusetts,1.01,0.88,1.15
2020-06-28,Massachusetts,1.01,0.87,1.16
2020-06-29,Massachusetts,1.01,0.83,1.13
2020-06-30,Massachusetts,1.02,0.86,1.16
2020-07-01,Massachusetts,1.02,0.83,1.15
2020-07-02,Massachusetts,1.01,0.81,1.15
2020-07-03,Massachusetts,1.02,0.83,1.18
2020-07-04,Massachusetts,1.02,0.83,1.19
2020-07-05,Massachusetts,1.02,0.79,1.17
2020-07-06,Massachusetts,1.02,0.81,1.21
2020-07-07,Massachusetts,1.02,0.82,1.21
2020-07-08,Massachusetts,1.02,0.8,1.21
2020-07-09,Massachusetts,1.02,0.82,1.23
2020-07-10,Massachusetts,1.01,0.78,1.21
2020-02-24,Rhode Island,2.35,1.94,2.66
2020-02-25,Rhode Island,2.34,1.96,2.64
2020-02-26,Rhode Island,2.33,1.97,2.6
2020-02-27,Rhode Island,2.32,1.98,2.6
2020-02-28,Rhode Island,2.31,2.01,2.58
2020-02-29,Rhode Island,2.29,2.02,2.56
2020-03-01,Rhode Island,2.28,2.02,2.53
2020-03-02,Rhode Island,2.26,2.02,2.51
2020-03-03,Rhode Island,2.23,1.99,2.44
2020-03-04,Rhode Island,2.2,2.01,2.43
2020-03-05,Rhode Island,2.16,1.93,2.35
2020-03-06,Rhode Island,2.12,1.94,2.32
2020-03-07,Rhode Island,2.08,1.87,2.23
2020-03-08,Rhode Island,2.03,1.87,2.22
2020-03-09,Rhode Island,1.97,1.78,2.11
2020-03-10,Rhode Island,1.91,1.74,2.05
2020-03-11,Rhode Island,1.84,1.7,2.0
2020-03-12,Rhode Island,1.77,1.64,1.92
2020-03-13,Rhode Island,1.7,1.56,1.83
2020-03-14,Rhode Island,1.63,1.51,1.75
2020-03-15,Rhode Island,1.56,1.43,1.66
2020-03-16,Rhode Island,1.49,1.37,1.6
2020-03-17,Rhode Island,1.42,1.29,1.52
2020-03-18,Rhode Island,1.36,1.24,1.44
2020-03-19,Rhode Island,1.3,1.19,1.38
2020-03-20,Rhode Island,1.25,1.14,1.32
2020-03-21,Rhode Island,1.2,1.1,1.27
2020-03-22,Rhode Island,1.15,1.07,1.23
2020-03-23,Rhode Island,1.11,1.04,1.2
2020-03-24,Rhode Island,1.08,1.01,1.16
2020-03-25,Rhode Island,1.05,0.98,1.13
